,ItemId,PromptId,Score1,AnswerText
108,3_5026,3,1,Pandas almost eats nothing except bamboo and koalas eats eucalyptus leaves almost exclusively. Pythons could snack their way right up the polomac . Also looking at the reptile habitat map makes it obvious that pythons eat more than one thing.
2072,3_7209,3,1,"Chinese pandas are ''specialists'', as the article calls them. They eat nothing but bamboo. Koalas are also ''specialists'' that survive off at eucalyptus leaves. Pythons on the other hand are not ''specialists'' but ''generalists'' and can survive in much vaster ranges of climates."
1474,3_6444,3,1,"Pandas and koalas are similar in the way that they both only really eat 1 thing eucalyptus and bamboo. Pythons on the other hand, well eat really anything as supposed in the quote, ''a python swallowed an alligator."
1252,3_6212,3,1,"A specialist in China's panda, which eats almost nothing but bamboo, or Australia,s koala bear, which eats eucalyptus leaves almos exclusively. That means that koala and panda can't live in a place like U.S cause there just in Florida you can see bamboo, and eucalyptus trees and they are both different from pythons cause they can live here as a peat and pandas or koalas don't."
287,3_5205,3,1,The pandas in China are similar to the koalas in Australia because they both have both exclusive diets. Meaning they only eat things like bamboo or eucalyptus leaves. Those animals differ from the python because the python can adapt its diet to wherever it is living.
1708,3_6700,3,1,"Pandas are similar to koalas because both animals need to live in the wilderness due to the things that they eat. Panda's need to eat bamboo and koalas need to eat eucalyptus leaves. But pandas and koala's are different from a python because a python will eat mainly anything and you can keep it in a rage, unlike pandas and koalas."
1918,3_6974,3,1,"In the article the author classifies koalas and pandas as specialists. This means that they thrive exclusively on almost one plant. Pythons on the other hand are classified as generalists, which means with a little help it can thrive almost anywhere. Unlike koalas or pandas who need something special. Like the author said ""Its no accident that the species that have become most abundant often do well with humans""."
1597,3_6578,3,1,China's panda eats almost nothing but bamboo. Australia's koala bear eats eucalyptus leaves almost exclusively. They are different from pythons because pythons are generalists and can live almost anywhere and adapt while they cannot.
2024,3_7145,3,1,"China pandas and Australia koalas are similar because they both specialists. The difference between a python, a panda and a koala is that a python is generalists and prey and other species while pandas eat bamboo and koalas eat eucalyptus leaves."
929,3_5872,3,1,Pandas in China are similar to koalas in Australia because both are specialist species. Pandas basically just eat bamboo and koalas basically just eat eucalyptus leaves. These are dfferent from the python because a python is a generalist. This means it can live in more places and eat different things.
558,3_5482,3,1,"Pandas in China are similar to koalas in Australia because they  both eat leaves and plants. They are not carnivors like pythons. According to the article it states "" A specialist is China's panda which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves most exclusively. The quote already states pandas and koalas do not like meat."
1253,3_6214,3,2,"Both China's panda and Australia's koala each eat thing exclusively, the panda eats bamboo and koala eucalyptus leaves. A python has been shown to eat a variety of things such as a rat and also an alligator."
2016,3_7134,3,2,"Panda's in China eat nothing but bamboo, and koalas in Australia eat nothing but eucalyptus leaves. They both have a specific meal to eat, that isn't found anywhere. Pythons on the other hand eat anything.  As a matter a fact one tried eating an alligator. Unfortunatley they also eat endangered species such as keylargo woodfeat."
